Word,Word_Length,Num_Syllables,Part_of_Speech,Etymology1,Etymology2,Etymology3,Etymology4,Etymology5,Etymology6,Etymology7,1996 Round,1996 Error,1997 Round,1997 Error,1998 Round,1998 Error,1999 Round,1999 Error,2000 Round,2000 Error,2001 Round,2001 Error,2002 Round,2002 Error,2003 Round,2003 Error,2004 Round,2004 Error,2005 Round,2005 Error,2006 Round,2006 Error,2007 Round,2007 Error,2008 Round,2008 Error,2009 Round,2009 Error,2010 Round,2010 Error,2011 Round,2011 Error,2012 Round,2012 Error,2013 Round,2013 Error,2014 Round,2014 Error,2015 Round,2015 Error,2016 Round,2016 Error,2017 Round,2017 Error
versatile,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
vesicant,8,3,noun,Latin,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vespacide,9,3,noun,Latin,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
veteran,7,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
vexillary,9,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viaticum,8,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,3,1,,,,,,
vicenary,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
vidimus,7,3,noun,Latin,,,,,,,,,,,,,5,1,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,
vigentennial,12,5,adjective,Latin,,,,,,,,,,,1,0,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
villatic,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
villicus,8,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,
vimineous,9,4,adjective,Latin,,,,,,,,,,,,,1,0,,,,,,,,,9,1,,,,,,,,,,,,,3,0,,,,,,,,,,,,
vinaceous,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,5,0,,,,
vincible,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,
vinculum,8,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
vindicate,9,3,verb,Latin,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
violaceous,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
viridescent,11,4,adjective,Latin,,,,,,,,,,,,,4,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
vitiate,7,3,verb,Latin,,,,,,,,,,,3,0,,,,,,,3,1,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
viticetum,9,3,noun,Latin,,,,,,,,,,,,,,,6,1,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,2,0,,
viticulture,11,4,noun,Latin,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vituline,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,
viviparous,10,4,adjective,Latin,,,,,,,,,,,1,1,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volary,6,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
volucrine,9,3,adjective,Latin,,,,,,,,,,,1,0,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0
volute,6,2,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
votive,6,2,adjective,Latin,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vulnerary,9,3,adjective,Latin,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
academese,9,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
academia,8,4,noun,Latin,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cavil,5,2,verb,Latin ,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cursor,6,2,noun,Latin ,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acumen,6,2,noun,Latin ,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,
balsam,6,2,noun,Latin ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
circumforaneous,15,6,adjective,Latin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,
decile,6,2,noun,Latin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
gelid,5,2,adjective,Latin ,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,
quatercentenary,15,6,noun,Latin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
reify,5,2,verb,Latin ,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tintinnabulation,16,6,noun,Latin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
dyspepsia,9,3,noun,Latin  , Greek  ,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proboscis,9,3,noun,Latin  ,Greek,,,,,,,,1,0,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,
miscellanea,11,4,plural noun,Latin  ,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx,6,1,noun,Latin  ,Greek,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnomon,6,2,noun,Latin  ,Greek,,,,,,,,5,1,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,
chrysanthemum,13,4,noun,Latin  ,Greek,,,,,,3,0,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dictum,6,2,noun,Latin  ,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gypsum,6,2,noun,Latin  ,Greek,,,,,,3,1,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
amanuensis,10,4,noun,Latin  ,,,,,,,4,1,,,,,4,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amphisbaena,11,4,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
anemone,7,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apodyterium,11,6,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,
arbustum,8,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,
arcanum,7,3,noun,Latin  ,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
Areopagus,9,5,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cadaver,7,3,noun,Latin  ,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calypso,7,3,noun,Latin  ,Greek,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,
catachresis,11,4,noun,Latin  ,Greek,,,,,,,,,,,,,,1,0,,,,,,,,,,,2,1,,,,,,,,,,,,,8,0,,,,,,,,
cerberus,8,3,noun,Latin  ,Greek,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charybdis,9,3,noun,Latin  , Greek,,,,,,,,,,,,,,,,1,1,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,
chiragra,8,3,noun,Latin  ,Greek,,,,,,,,,,1,0,,,,,1,0,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,
claviger,8,3,noun,Latin  ,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clepsydra,9,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,6,0,2,0,,,,,,,,,,,,,6,1,,,,,,,,,,,,
clinamen,8,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,,,,,,,,,,,,,,,,,,,,,,
colophon,8,3,noun,Latin  ,Greek,,,,,,,,,,,,,,1,1,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,
consensus,9,3,noun,Latin  ,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
dactyliotheca,13,6,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,
decorum,7,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
delirium,8,4,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
diabetes,8,4,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
elysium,7,3,noun,Latin  ,Greek,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encomium,8,4,noun,Latin  ,Greek,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epitome,7,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
erratum,7,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
Esau,4,2,noun,Latin  ,Greek,Hebrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,
etymon,6,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
euripus,7,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,
genetrix,8,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,
gladiator,9,4,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
guttatim,8,3,adverb,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,
hiatus,6,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
hippopotamus,12,5,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,2,0,2,0,,,,,,
honorarium,10,5,noun,Latin  ,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
hypallage,9,4,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,2,0
hyperbole,9,4,noun,Latin  ,Greek,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,2,0,3,0,2,0,2,0,2,0,,,,,,
iota,4,2,noun,Latin  ,Greek,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isagoge,7,3,noun,Latin  ,Greek,,,,,,,,,,,,,,1,0,,,,,,,,,2,0,,,,,,,14,0,,,,,,,,,,,3,0,,,,
latifundium,11,5,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
lichen,6,2,noun,Latin  ,Greek,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maecenas,8,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,
magus,5,2,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
memorabilia,11,5,plural noun,Latin  ,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metamorphosis,13,4,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,2,0,,,,,,
momus,5,2,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morpheus,8,2,noun,Latin  , Greek,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naphtha,7,2,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
naumachia,9,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,5,1,,,,,,,5,0,,,,,,,,,,,3,1,,,,,,,,,,,,
nectar,6,2,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
nexus,5,2,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
nisus,5,2,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,
oblocutor,9,4,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
oecus,5,2,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,
parergon,8,3,noun,Latin  , Greek  ,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
paronomasia,11,5,noun,Latin  , Greek  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,3,0,,,,,,,,,,
periphrasis,11,4,noun,Latin  , Greek  ,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
pinetum,7,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,
privatim,8,3,adverb,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,
pronaos,7,2,noun,Latin  , Greek  ,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,
propylaeum,10,4,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,
proscenium,10,4,noun,Latin  ,Greek,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pruritus,8,3,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,7,0,,,,,,,,,,,,,,,2,1,,
quinquevir,10,3,noun,Latin  ,,,,,,,,,,,,,7,1,,,,,,,1,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
retiarius,9,5,noun,Latin  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,
Scylla,6,2,noun,Latin  ,Greek,,,,,,,,,,6,0,,,,,,,1,1,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,
silenus,7,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,
sorites,7,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,,,,,,,,,,,,
symposium,9,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
synecdoche,10,4,noun,Latin  ,Greek,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talaria,7,3,plural noun,Latin  ,,,,,,,,,,,,,,,1,1,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,
telamon,7,3,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,3,0,,,,
terpsichore,11,4,noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,4,1,,
thymelici,9,4,plural noun,Latin  ,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,,,
vorago,6,3,noun,Latin  ,,,,,,,,,,,,,1,1,,,,,,,,,,,7,0,,,,,,,,,,,,,3,0,,,,,,,,,,
basenji,7,3,noun,Lingala,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,8,0,,,,,,,,,,,,,,,2,0,,
bayou,5,2,noun,Louisiana French, early Choctaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
boudin,6,2,noun,Louisiana French,French,,,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,
mirliton,8,3,noun,Louisiana French,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,
batture,7,2,noun,Louisiana French  ,French,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jambalaya,9,3,noun,Louisiana French  , Occitan  ,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,
sacalait,8,3,noun,Louisiana French  , Choctaw,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
chinook,7,2,noun,Lower Chehalis,,,,,,,,,4,0,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,2,0,,
rabanna,7,3,noun,Malagasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
gourami,7,3,noun,Malay,Javanese,,,,,,,,1,0,,,,,10,0,,,,,,,2,0,,,,,,,,,,,2,0,,,,,2,0,2,0,,,,,,
binturong,9,3,noun,Malay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
cassowary,9,3,noun,Malay,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,
gingham,7,2,noun,Malay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,
ikat,4,2,noun,Malay,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,2,0,,,,,,,,,,
pangolin,8,3,noun,Malay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
sambal,6,2,noun,Malay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
upas,4,2,noun,Malay,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,3,0,,,,,,,,,,,,,,
kathakali,9,4,noun,Malayalam,Sanskrit,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
kahikatea,9,4,noun,Maori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,
kakapo,6,3,noun,Maori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
kiwi,4,2,noun,Maori,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,2,0,,,,,,,,,,,,,,,,
kokopu,6,3,noun,Maori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
whau,4,1,noun,Maori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,,
haab,4,1,noun,Maya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,,
uayeb,5,2,noun,Mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,,,,,,,,,,,
casque,6,1,noun,Medieval French,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chapeau,7,2,noun,Medieval French,Old French,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
barricade,9,3,verb,Medieval French,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braggart,8,2,noun,Medieval French,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,2,0,,,,,2,0,,,,,,,,,,
cabochon,8,3,noun,Medieval French,,,,,,,,,,,,,1,1,,,,,,,,,,,2,0,,,,,,,,,,,,,5,1,,,,,,,,,,
caliginous,10,4,adjective,Medieval French,Latin,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,6,1,,
caparison,9,4,noun,Medieval French, Old Spanish  ,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caroche,7,2,noun,Medieval French,Old Italian,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0
cassock,7,2,noun,Medieval French,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,3,0,,
chopine,7,2,noun,Medieval French, Old Spanish,,,,,,,,,,,,,,1,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
civet,5,2,noun,Medieval French,Old Italian,Arabic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
clandestine,11,3,adjective,Medieval French,Latin,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinquant,9,2,adjective,Medieval French,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cochineal,9,3,noun,Medieval French, Old Spanish  ,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,
epoch,5,2,noun,Medieval Latin,Greek,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polychrest,10,2,noun,Medieval Latin,Greek,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incinerate,10,4,verb,Medieval Latin,Latin,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
instantaneous,13,4,adjective,Medieval Latin,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuncupative,11,4,adjective,Medieval Latin,Late Latin,Latin,,,,,,,4,0,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
polysyllabic,12,4,adjective,Medieval Latin,Greek,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
senectitude,11,4,noun,Medieval Latin,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,
ustulation,10,4,noun,Medieval Latin,Latin,Latin,Latin,,,,,,13,0,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empyrean,8,4,adjective,Medieval Latin,Greek,,,,,,,,1,0,,,,,,,1,0,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,2,0,,
actuality,9,5,noun,Medieval Latin,Late Latin,Latin,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alleviation,11,5,noun,Medieval Latin,Latin,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clangorous,10,3,adjective,Medieval Latin,Latin,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
connotations,12,4,plural noun,Medieval Latin,Latin,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algebraically,13,5,adverb,Medieval Latin,Arabic,,,,,,2,1,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlation,11,4,noun,Medieval Latin,Latin,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
credential,10,3,adjective,Medieval Latin,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephemerally,11,5,adverb,Medieval Latin,Greek,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
literatim,9,4,adverb or adjective,Medieval Latin,Latin,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifarious,12,5,adjective,Medieval Latin,Latin,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necessitate,11,4,verb,Medieval Latin,Latin,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calefactory,11,5,noun,Medieval Latin,Latin,,,,,,4,1,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chantilly,9,3,noun,Medieval Latin,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
scrofulous,10,3,adjective,Medieval Latin,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baccalaureate,13,5,noun,Medieval Latin,,,,,,,7,0,,,,,3,1,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,
accentuate,10,4,verb,Medieval Latin,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
affidavit,9,4,noun,Medieval Latin,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,
